SrNo,Juz,JuzNameArabic,JuzNameEnglish,SurahNo,SurahNameArabic,SurahNameEnglish,SurahMeaning,WebLink,Classification,AyahNo,EnglishTranslation,,ArabicText,ArabicWordCount,ArabicLetterCount,OrignalArabicText
66,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/59,Medani,59,"But the transgressors changed the word from that which had been given them; so We sent on the transgressors a plague from heaven, for that they infringed (Our command) repeatedly.",,???? ????? ????? ????? ??? ???? ??? ??? ??????? ??? ????? ????? ????? ?? ?????? ??? ????? ??????,18,79,????????? ????????? ???????? ??????? ?????? ??????? ????? ?????? ????????????? ????? ????????? ???????? ??????? ???? ?????????? ????? ??????? ???????????
67,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/60,Medani,60,"And remember Moses prayed for water for his people; We said: ""Strike the rock with thy staff."" Then gushed forth therefrom twelve springs. Each group knew its own place for water. So eat and drink of the sustenance provided by Allah, and do no evil nor mischief on the (face of the) earth.",,??? ?????? ???? ????? ????? ???? ????? ????? ? ??????? ??? ????? ???? ????? ? ?? ??? ?? ????? ?????? ? ???? ??????? ?? ??? ???? ??? ????? ?? ????? ??????,31,123,?????? ??????????? ??????? ?????????? ????????? ??????? ????????? ????????? ? ????????????? ?????? ???????? ???????? ??????? ? ???? ?????? ????? ??????? ???????????? ? ?????? ??????????? ???? ?????? ??????? ????? ????????? ??? ????????? ???????????
68,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/61,Medani,61,"And remember ye said: ""O Moses! we cannot endure one kind of food (always); so beseech thy Lord for us to produce for us of what the earth groweth, -its pot-herbs, and cucumbers, Its garlic, lentils, and onions."" He said: ""Will ye exchange the better for the worse? Go ye down to any town, and ye shall find what ye want!"" They were covered with humiliation and misery; they drew on themselves the wrath of Allah. This because they went on rejecting the Signs of Allah and slaying His Messengers without just cause. This because they rebelled and went on transgressing.",,??? ???? ?? ???? ?? ???? ??? ????? ????? ???? ??? ??? ???? ??? ??? ???? ????? ?? ????? ??????? ?????? ?????? ?????? ? ??? ????????? ???? ?? ???? ????? ?? ??? ? ?????? ????? ??? ??? ?? ????? ? ????? ????? ????? ???????? ?????? ????? ?? ???? ? ??? ????? ????? ?????? ????? ???? ??????? ??????? ???? ???? ? ??? ??? ???? ?????? ??????,65,266,?????? ???????? ??? ??????? ???? ???????? ?????? ??????? ??????? ??????? ????? ??????? ???????? ????? ?????? ???????? ????????? ???? ????????? ????????????? ?????????? ??????????? ??????????? ? ????? ????????????????? ??????? ???? ???????? ????????? ???? ?????? ? ????????? ??????? ??????? ?????? ??? ?????????? ? ?????????? ?????????? ?????????? ??????????????? ????????? ???????? ???? ??????? ? ??????? ??????????? ??????? ??????????? ???????? ??????? ????????????? ????????????? ???????? ???????? ? ??????? ????? ??????? ????????? ???????????
69,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/62,Medani,62,"Those who believe (in the Qur'an), and those who follow the Jewish (scriptures), and the Christians and the Sabians,- any who believe in Allah and the Last Day, and work righteousness, shall have their reward with their Lord; on them shall be no fear, nor shall they grieve.",,?? ????? ????? ?????? ????? ???????? ????????? ?? ??? ????? ?????? ????? ???? ?????? ???? ????? ??? ???? ??? ??? ????? ??? ?? ??????,24,109,????? ????????? ??????? ??????????? ??????? ?????????????? ??????????????? ???? ????? ????????? ??????????? ???????? ???????? ???????? ???????? ?????????? ?????? ????????? ????? ?????? ?????????? ????? ???? ???????????
70,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/63,Medani,63,"And remember We took your covenant and We raised above you (The towering height) of Mount (Sinai): (Saying): ""Hold firmly to what We have given you and bring (ever) to remembrance what is therein: Perchance ye may fear Allah.""",,??? ????? ??????? ?????? ????? ????? ???? ?? ??????? ????? ??????? ?? ??? ????? ?????,15,71,?????? ????????? ???????????? ??????????? ?????????? ???????? ?????? ??? ???????????? ????????? ??????????? ??? ????? ??????????? ??????????
71,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/64,Medani,64,"But ye turned back thereafter: Had it not been for the Grace and Mercy of Allah to you, ye had surely been among the lost.",,?? ?????? ?? ??? ??? ? ????? ??? ???? ????? ?????? ????? ?? ????????,14,55,????? ????????????? ???? ?????? ??????? ? ????????? ?????? ??????? ?????????? ???????????? ?????????? ???? ?????????????
72,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/65,Medani,65,"And well ye knew those amongst you who transgressed in the matter of the Sabbath: We said to them: ""Be ye apes, despised and rejected.""",,???? ????? ????? ?????? ???? ?? ????? ????? ??? ????? ????? ??????,12,55,???????? ?????????? ????????? ?????????? ???????? ??? ????????? ????????? ?????? ??????? ???????? ??????????
73,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/66,Medani,66,"So We made it an example to their own time and to their posterity, and a lesson to those who fear Allah.",,???????? ?????? ??? ??? ????? ??? ????? ??????? ???????,9,47,?????????????? ???????? ????? ?????? ????????? ????? ????????? ???????????? ??????????????
74,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/67,Medani,67,"And remember Moses said to his people: ""Allah commands that ye sacrifice a heifer."" They said: ""Makest thou a laughing-stock of us?"" He said: ""Allah save me from being an ignorant (fool)!""",,??? ??? ???? ????? ?? ???? ?????? ?? ?????? ????? ? ????? ??????? ????? ? ??? ???? ????? ?? ???? ?? ????????,22,87,?????? ????? ??????? ?????????? ????? ??????? ???????????? ???? ?????????? ???????? ? ??????? ?????????????? ??????? ? ????? ??????? ????????? ???? ??????? ???? ?????????????
75,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/68,Medani,68,"They said: ""Beseech on our behalf Thy Lord to make plain to us what (heifer) it is!"" He said; ""He says: The heifer should be neither too old nor too young, but of middling age. Now do what ye are commanded!""",,????? ??? ??? ??? ???? ??? ?? ?? ? ??? ??? ???? ???? ???? ?? ???? ??? ??? ???? ??? ??? ? ??????? ?? ??????,25,82,??????? ????? ????? ??????? ????????? ????? ??? ???? ? ????? ??????? ??????? ???????? ???????? ??? ??????? ????? ?????? ??????? ?????? ??????? ? ??????????? ??? ???????????
76,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/69,Medani,69,"They said: ""Beseech on our behalf Thy Lord to make plain to us Her colour."" He said: ""He says: A fawn-coloured heifer, pure and rich in tone, the admiration of beholders!""",,????? ??? ??? ??? ???? ??? ?? ????? ? ??? ??? ???? ???? ???? ????? ???? ????? ??? ????????,19,72,??????? ????? ????? ??????? ????????? ????? ??? ????????? ? ????? ??????? ??????? ???????? ???????? ????????? ??????? ????????? ??????? ?????????????
77,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/70,Medani,70,"They said: ""Beseech on our behalf Thy Lord to make plain to us what she is: To us are all heifers alike: We wish indeed for guidance, if Allah wills.""",,????? ??? ??? ??? ???? ??? ?? ?? ?? ????? ????? ????? ???? ?? ??? ???? ???????,17,62,??????? ????? ????? ??????? ????????? ????? ??? ???? ????? ????????? ????????? ????????? ???????? ???? ????? ??????? ?????????????
78,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/71,Medani,71,"He said: ""He says: A heifer not trained to till the soil or water the fields; sound and without blemish."" They said: ""Now hast thou brought the truth."" Then they offered her in sacrifice, but not with good-will.",,??? ??? ???? ???? ???? ?? ???? ???? ????? ??? ???? ????? ????? ?? ??? ???? ? ????? ???? ??? ????? ? ??????? ??? ????? ??????,26,99,????? ??????? ??????? ???????? ???????? ??? ??????? ??????? ????????? ????? ??????? ????????? ??????????? ??? ?????? ?????? ? ??????? ?????? ?????? ?????????? ? ???????????? ????? ??????? ???????????
79,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/72,Medani,72,Remember ye slew a man and fell into a dispute among yourselves as to the crime: But Allah was to bring forth what ye did hide.,,??? ????? ????? ???????? ???? ? ????? ???? ?? ???? ??????,11,47,?????? ?????????? ??????? ??????????????? ?????? ? ????????? ???????? ??? ???????? ???????????
80,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/73,Medani,73,"So We said: ""Strike the (body) with a piece of the (heifer)."" Thus Allah bringeth the dead to life and showeth you His Signs: Perchance ye may understand.",,????? ?????? ?????? ? ???? ???? ???? ?????? ?????? ????? ????? ??????,12,58,????????? ?????????? ??????????? ? ????????? ??????? ??????? ??????????? ??????????? ???????? ??????????? ???????????
81,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/74,Medani,74,Thenceforth were your hearts hardened: They became like a rock and even worse in hardness. For among rocks there are some from which rivers gush forth; others there are which when split asunder send forth water; and others which sink for fear of Allah. And Allah is not unmindful of what ye do.,,?? ??? ?????? ?? ??? ??? ??? ???????? ?? ??? ????? ? ??? ?? ??????? ??? ????? ??? ??????? ? ??? ???? ??? ???? ????? ??? ????? ? ??? ???? ??? ???? ?? ???? ???? ? ??? ???? ?????? ??? ??????,41,147,????? ?????? ??????????? ???? ?????? ??????? ?????? ?????????????? ???? ??????? ???????? ? ??????? ???? ???????????? ????? ??????????? ?????? ???????????? ? ??????? ??????? ????? ?????????? ?????????? ?????? ???????? ? ??????? ??????? ????? ???????? ???? ???????? ??????? ? ????? ??????? ????????? ?????? ???????????
82,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/75,Medani,75,"Can ye (o ye men of Faith) entertain the hope that they will believe in you?- Seeing that a party of them heard the Word of Allah, and perverted it knowingly after they understood it.",,???????? ?? ?????? ??? ??? ??? ???? ???? ?????? ???? ???? ?? ??????? ?? ??? ?? ????? ??? ??????,19,77,??????????????? ???? ?????????? ?????? ?????? ????? ??????? ???????? ??????????? ??????? ??????? ????? ?????????????? ???? ?????? ??? ????????? ?????? ???????????
83,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/76,Medani,76,"Behold! when they meet the men of Faith, they say: ""We believe"": But when they meet each other in private, they say: ""Shall you tell them what Allah hath revealed to you, that they may engage you in argument about it before your Lord?""- Do ye not understand (their aim)?",,???? ???? ????? ????? ????? ???? ???? ??? ????? ??? ???? ????? ????????? ??? ??? ???? ????? ???????? ?? ??? ???? ? ???? ??????,24,103,??????? ?????? ????????? ??????? ??????? ??????? ??????? ????? ?????????? ?????? ?????? ??????? ?????????????????? ????? ?????? ??????? ?????????? ??????????????? ???? ?????? ????????? ? ??????? ???????????
84,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/77,Medani,77,Know they not that Allah knoweth what they conceal and what they reveal?,,???? ?????? ?? ???? ???? ?? ????? ??? ??????,9,36,??????? ??????????? ????? ??????? ???????? ??? ?????????? ????? ???????????
85,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/78,Medani,78,"And there are among them illiterates, who know not the Book, but (see therein their own) desires, and they do nothing but conjecture.",,????? ????? ?? ?????? ?????? ??? ????? ??? ?? ??? ?????,11,45,?????????? ??????????? ??? ??????????? ?????????? ?????? ?????????? ?????? ???? ?????? ??????????
86,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/79,Medani,79,"Then woe to those who write the Book with their own hands, and then say:""This is from Allah,"" to traffic with it for miserable price!- Woe to them for what their hands do write, and for the gain they make thereby.",,???? ????? ?????? ?????? ??????? ?? ?????? ??? ?? ??? ???? ??????? ?? ????? ?????? ? ???? ??? ??? ???? ?????? ???? ??? ??? ??????,25,105,???????? ?????????? ??????????? ?????????? ????????????? ????? ?????????? ?????? ???? ?????? ??????? ???????????? ???? ??????? ???????? ? ???????? ?????? ?????? ???????? ??????????? ???????? ?????? ?????? ???????????
87,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/80,Medani,80,"And they say: ""The Fire shall not touch us but for a few numbered days:"" Say: ""Have ye taken a promise from Allah, for He never breaks His promise? or is it that ye say of Allah what ye do not know?""",,?????? ?? ????? ????? ??? ?????? ??????? ? ?? ?????? ??? ???? ????? ??? ???? ???? ???? ? ?? ?????? ??? ???? ?? ?? ??????,25,96,????????? ???? ?????????? ???????? ?????? ????????? ??????????? ? ???? ????????????? ?????? ??????? ??????? ?????? ???????? ??????? ???????? ? ???? ?????????? ????? ??????? ??? ??? ???????????
88,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/81,Medani,81,"Nay, those who seek gain in evil, and are girt round by their sins,- they are companions of the Fire: Therein shall they abide (For ever).",,??? ?? ??? ????? ?????? ?? ?????? ?????? ????? ????? ? ?? ???? ??????,14,56,?????? ???? ?????? ????????? ??????????? ???? ??????????? ???????????? ????????? ???????? ? ???? ?????? ??????????
89,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/82,Medani,82,"But those who have faith and work righteousness, they are companions of the Garden: Therein shall they abide (For ever).",,?????? ????? ?????? ???????? ????? ????? ????? ? ?? ???? ??????,11,53,??????????? ??????? ?????????? ????????????? ?????????? ????????? ?????????? ? ???? ?????? ??????????
90,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/83,Medani,83,"And remember We took a covenant from the Children of Israel (to this effect): Worship none but Allah; treat with kindness your parents and kindred, and orphans and those in need; speak fair to the people; be steadfast in prayer; and practise regular charity. Then did ye turn back, except a few among you, and ye backslide (even now).",,??? ????? ????? ??? ??????? ?? ?????? ??? ???? ?????????? ??????? ??? ?????? ???????? ????????? ?????? ????? ????? ??????? ?????? ????? ?????? ?? ?????? ??? ?????? ???? ????? ??????,29,153,?????? ????????? ???????? ????? ???????????? ??? ??????????? ?????? ??????? ?????????????????? ?????????? ????? ??????????? ?????????????? ??????????????? ????????? ????????? ??????? ??????????? ?????????? ??????? ?????????? ????? ????????????? ?????? ???????? ???????? ?????????? ???????????
91,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/84,Medani,84,"And remember We took your covenant (to this effect): Shed no blood amongst you, nor turn out your own people from your homes: and this ye solemnly ratified, and to this ye can bear witness.",,??? ????? ??????? ?? ?????? ?????? ??? ?????? ?????? ?? ?????? ?? ?????? ????? ??????,15,71,?????? ????????? ???????????? ??? ??????????? ??????????? ????? ??????????? ???????????? ???? ??????????? ????? ???????????? ?????????? ???????????
92,1,???,Alif Lam Meem,2,??????,Al-Baqara,The Cow,https://quran.com/2/85,Medani,85,"After this it is ye, the same people, who slay among yourselves, and banish a party of you from their homes; assist (Their enemies) against them, in guilt and rancour; and if they come to you as captives, ye ransom them, though it was not lawful for you to banish them. Then is it only a part of the Book that ye believe in, and do ye reject the rest? but what is the reward for those among you who behave like this but disgrace in this life?- and on the Day of Judgment they shall be consigned to the most grievous penalty. For Allah is not unmindful of what ye do.",,?? ???? ????? ?????? ?????? ??????? ?????? ???? ?? ?????? ??????? ????? ?????? ???????? ??? ?????? ????? ??????? ??? ???? ????? ??????? ? ???????? ???? ?????? ??????? ????? ? ??? ???? ?? ???? ??? ???? ??? ??? ?? ?????? ?????? ? ???? ??????? ????? ??? ??? ?????? ? ??? ???? ?????? ??? ??????,53,238,????? ???????? ?????????? ??????????? ???????????? ????????????? ???????? ???????? ???? ??????????? ???????????? ?????????? ??????????? ?????????????? ?????? ??????????? ????????? ???????????? ?????? ????????? ?????????? ????????????? ? ??????????????? ???????? ?????????? ????????????? ???????? ? ????? ??????? ???? ???????? ??????? ???????? ?????? ?????? ??? ?????????? ?????????? ? ???????? ???????????? ?????????? ?????? ??????? ?????????? ? ????? ??????? ????????? ?????? ???????????
